trip_id,fecha_operacion,tipo_tren,origen_gtfs,hora_salida,destino_gtfs,hora_llegada,duracion_min,precio_base
0019412026-06-01,2026-06-01,ALVIA,17000,18:20:00,37606,23:01:00,281,42.16
0019412026-06-02,2026-06-02,ALVIA,17000,18:20:00,37606,23:01:00,281,30.09
0019412026-06-03,2026-06-03,ALVIA,17000,18:20:00,37606,23:01:00,281,37.01
0019412026-06-04,2026-06-04,ALVIA,17000,18:20:00,37606,23:01:00,281,75.36
0019412026-06-05,2026-06-05,ALVIA,17000,18:20:00,37606,23:01:00,281,38.82
0019412026-06-07,2026-06-07,ALVIA,17000,18:20:00,37606,23:01:00,281,78.62
0019412026-06-08,2026-06-08,ALVIA,17000,18:20:00,37606,23:01:00,281,65.26
0019412026-06-09,2026-06-09,ALVIA,17000,18:20:00,37606,23:01:00,281,67.05
0019412026-06-10,2026-06-10,ALVIA,17000,18:20:00,37606,23:01:00,281,56.25
0019412026-06-11,2026-06-11,ALVIA,17000,18:20:00,37606,23:01:00,281,48.0
0019412026-06-12,2026-06-12,ALVIA,17000,18:20:00,37606,23:01:00,281,72.21
0019412026-06-14,2026-06-14,ALVIA,17000,18:20:00,37606,23:01:00,281,84.17
0019412026-06-15,2026-06-15,ALVIA,17000,18:20:00,37606,23:01:00,281,83.1
0019412026-06-16,2026-06-16,ALVIA,17000,18:20:00,37606,23:01:00,281,85.26
0019412026-06-17,2026-06-17,ALVIA,17000,18:20:00,37606,23:01:00,281,71.96
0019412026-06-18,2026-06-18,ALVIA,17000,18:20:00,37606,23:01:00,281,57.3
0019412026-06-19,2026-06-19,ALVIA,17000,18:20:00,37606,23:01:00,281,36.9
0019412026-06-21,2026-06-21,ALVIA,17000,18:20:00,37606,23:01:00,281,69.83
0019412026-06-22,2026-06-22,ALVIA,17000,18:20:00,37606,23:01:00,281,35.54
0019412026-06-23,2026-06-23,ALVIA,17000,18:20:00,37606,23:01:00,281,34.42
0019412026-06-24,2026-06-24,ALVIA,17000,18:20:00,37606,23:01:00,281,45.0
0019412026-06-25,2026-06-25,ALVIA,17000,18:20:00,37606,23:01:00,281,88.16
0019412026-06-26,2026-06-26,ALVIA,17000,18:20:00,37606,23:01:00,281,61.24
0019412026-06-28,2026-06-28,ALVIA,17000,18:20:00,37606,23:01:00,281,82.32
0019412026-06-29,2026-06-29,ALVIA,17000,18:20:00,37606,23:01:00,281,77.67
0019412026-06-30,2026-06-30,ALVIA,17000,18:20:00,37606,23:01:00,281,58.36
0019412026-07-01,2026-07-01,ALVIA,17000,18:20:00,37606,23:01:00,281,28.32
0019412026-07-02,2026-07-02,ALVIA,17000,18:20:00,37606,23:01:00,281,66.9
0019412026-07-03,2026-07-03,ALVIA,17000,18:20:00,37606,23:01:00,281,46.73
0019412026-07-05,2026-07-05,ALVIA,17000,18:20:00,37606,23:01:00,281,57.88
0019412026-07-06,2026-07-06,ALVIA,17000,18:20:00,37606,23:01:00,281,70.38
0019412026-07-07,2026-07-07,ALVIA,17000,18:20:00,37606,23:01:00,281,50.92
0019412026-07-08,2026-07-08,ALVIA,17000,18:20:00,37606,23:01:00,281,61.82
0019412026-07-09,2026-07-09,ALVIA,17000,18:20:00,37606,23:01:00,281,80.94
0019412026-07-10,2026-07-10,ALVIA,17000,18:20:00,37606,23:01:00,281,72.27
0019412026-07-12,2026-07-12,ALVIA,17000,18:20:00,37606,23:01:00,281,70.34
0019412026-07-13,2026-07-13,ALVIA,17000,18:20:00,37606,23:01:00,281,63.3
0019412026-07-14,2026-07-14,ALVIA,17000,18:20:00,37606,23:01:00,281,46.13
0019412026-07-15,2026-07-15,ALVIA,17000,18:20:00,37606,23:01:00,281,50.91
0019412026-07-16,2026-07-16,ALVIA,17000,18:20:00,37606,23:01:00,281,33.6
0019412026-07-17,2026-07-17,ALVIA,17000,18:20:00,37606,23:01:00,281,54.29
0019412026-07-19,2026-07-19,ALVIA,17000,18:20:00,37606,23:01:00,281,25.06
0019412026-07-20,2026-07-20,ALVIA,17000,18:20:00,37606,23:01:00,281,82.52
0019412026-07-21,2026-07-21,ALVIA,17000,18:20:00,37606,23:01:00,281,74.73
0019412026-07-22,2026-07-22,ALVIA,17000,18:20:00,37606,23:01:00,281,30.78
0019412026-07-23,2026-07-23,ALVIA,17000,18:20:00,37606,23:01:00,281,39.81
0019412026-07-24,2026-07-24,ALVIA,17000,18:20:00,37606,23:01:00,281,36.57
0019412026-07-26,2026-07-26,ALVIA,17000,18:20:00,37606,23:01:00,281,53.78
0019412026-07-27,2026-07-27,ALVIA,17000,18:20:00,37606,23:01:00,281,37.72
0019412026-07-28,2026-07-28,ALVIA,17000,18:20:00,37606,23:01:00,281,70.79
0019412026-07-29,2026-07-29,ALVIA,17000,18:20:00,37606,23:01:00,281,40.25
0019412026-07-30,2026-07-30,ALVIA,17000,18:20:00,37606,23:01:00,281,52.77
0019412026-07-31,2026-07-31,ALVIA,17000,18:20:00,37606,23:01:00,281,40.3
0019412026-08-02,2026-08-02,ALVIA,17000,18:20:00,37606,23:01:00,281,57.4
0019412026-08-03,2026-08-03,ALVIA,17000,18:20:00,37606,23:01:00,281,67.91
0019412026-08-04,2026-08-04,ALVIA,17000,18:20:00,37606,23:01:00,281,47.77
0019412026-08-05,2026-08-05,ALVIA,17000,18:20:00,37606,23:01:00,281,86.42
0019412026-08-06,2026-08-06,ALVIA,17000,18:20:00,37606,23:01:00,281,48.22
0019412026-08-07,2026-08-07,ALVIA,17000,18:20:00,37606,23:01:00,281,31.28
0019412026-10-12,2026-10-12,ALVIA,17000,18:20:00,37606,23:01:00,281,46.28
0019422026-04-04,2026-04-04,ALVIA,17000,18:20:00,37606,23:01:00,281,25.73
0019422026-05-02,2026-05-02,ALVIA,17000,18:20:00,37606,23:01:00,281,81.96
0019422026-05-05,2026-05-05,ALVIA,17000,18:20:00,37606,23:01:00,281,69.66
0019422026-05-06,2026-05-06,ALVIA,17000,18:20:00,37606,23:01:00,281,51.92
0019422026-05-07,2026-05-07,ALVIA,17000,18:20:00,37606,23:01:00,281,71.64
0019422026-05-08,2026-05-08,ALVIA,17000,18:20:00,37606,23:01:00,281,42.66
0019422026-05-10,2026-05-10,ALVIA,17000,18:20:00,37606,23:01:00,281,65.13
0019422026-05-11,2026-05-11,ALVIA,17000,18:20:00,37606,23:01:00,281,40.2
0019422026-05-12,2026-05-12,ALVIA,17000,18:20:00,37606,23:01:00,281,72.52
0019422026-05-13,2026-05-13,ALVIA,17000,18:20:00,37606,23:01:00,281,45.28
0019422026-05-14,2026-05-14,ALVIA,17000,18:20:00,37606,23:01:00,281,84.6
0019422026-05-15,2026-05-15,ALVIA,17000,18:20:00,37606,23:01:00,281,44.7
0019422026-05-17,2026-05-17,ALVIA,17000,18:20:00,37606,23:01:00,281,53.49
0019422026-05-18,2026-05-18,ALVIA,17000,18:20:00,37606,23:01:00,281,29.16
0019422026-05-19,2026-05-19,ALVIA,17000,18:20:00,37606,23:01:00,281,67.55
0019422026-05-20,2026-05-20,ALVIA,17000,18:20:00,37606,23:01:00,281,37.01
0019422026-05-21,2026-05-21,ALVIA,17000,18:20:00,37606,23:01:00,281,63.28
0019422026-05-22,2026-05-22,ALVIA,17000,18:20:00,37606,23:01:00,281,86.92
0019422026-05-24,2026-05-24,ALVIA,17000,18:20:00,37606,23:01:00,281,59.61
0019422026-05-25,2026-05-25,ALVIA,17000,18:20:00,37606,23:01:00,281,60.51
0019422026-05-26,2026-05-26,ALVIA,17000,18:20:00,37606,23:01:00,281,49.65
0019422026-05-27,2026-05-27,ALVIA,17000,18:20:00,37606,23:01:00,281,51.28
0019422026-05-28,2026-05-28,ALVIA,17000,18:20:00,37606,23:01:00,281,77.89
0019422026-05-29,2026-05-29,ALVIA,17000,18:20:00,37606,23:01:00,281,47.98
0019422026-05-31,2026-05-31,ALVIA,17000,18:20:00,37606,23:01:00,281,29.1
0019422026-06-01,2026-06-01,ALVIA,17000,18:20:00,37606,23:01:00,281,30.34
0019422026-06-02,2026-06-02,ALVIA,17000,18:20:00,37606,23:01:00,281,45.0
0019422026-06-03,2026-06-03,ALVIA,17000,18:20:00,37606,23:01:00,281,34.32
0019422026-06-04,2026-06-04,ALVIA,17000,18:20:00,37606,23:01:00,281,75.67
0019422026-06-05,2026-06-05,ALVIA,17000,18:20:00,37606,23:01:00,281,27.72
0019422026-06-07,2026-06-07,ALVIA,17000,18:20:00,37606,23:01:00,281,79.7
0019422026-06-08,2026-06-08,ALVIA,17000,18:20:00,37606,23:01:00,281,31.97
0019422026-06-09,2026-06-09,ALVIA,17000,18:20:00,37606,23:01:00,281,65.12
0019422026-06-10,2026-06-10,ALVIA,17000,18:20:00,37606,23:01:00,281,73.27
0019422026-06-11,2026-06-11,ALVIA,17000,18:20:00,37606,23:01:00,281,56.33
0019422026-06-12,2026-06-12,ALVIA,17000,18:20:00,37606,23:01:00,281,43.28
0019422026-06-14,2026-06-14,ALVIA,17000,18:20:00,37606,23:01:00,281,70.43
0019422026-06-15,2026-06-15,ALVIA,17000,18:20:00,37606,23:01:00,281,28.4
0019422026-06-16,2026-06-16,ALVIA,17000,18:20:00,37606,23:01:00,281,49.96
0019422026-06-17,2026-06-17,ALVIA,17000,18:20:00,37606,23:01:00,281,84.07
0019422026-06-18,2026-06-18,ALVIA,17000,18:20:00,37606,23:01:00,281,43.84
0019422026-06-19,2026-06-19,ALVIA,17000,18:20:00,37606,23:01:00,281,33.36
0019422026-06-21,2026-06-21,ALVIA,17000,18:20:00,37606,23:01:00,281,76.22
0019422026-06-22,2026-06-22,ALVIA,17000,18:20:00,37606,23:01:00,281,55.81
0019422026-06-23,2026-06-23,ALVIA,17000,18:20:00,37606,23:01:00,281,84.52
0019422026-06-24,2026-06-24,ALVIA,17000,18:20:00,37606,23:01:00,281,84.88
0019422026-06-25,2026-06-25,ALVIA,17000,18:20:00,37606,23:01:00,281,79.25
0019422026-06-26,2026-06-26,ALVIA,17000,18:20:00,37606,23:01:00,281,42.78
0019422026-06-28,2026-06-28,ALVIA,17000,18:20:00,37606,23:01:00,281,84.55
0019422026-06-29,2026-06-29,ALVIA,17000,18:20:00,37606,23:01:00,281,40.15
0019422026-06-30,2026-06-30,ALVIA,17000,18:20:00,37606,23:01:00,281,60.2
0019422026-07-01,2026-07-01,ALVIA,17000,18:20:00,37606,23:01:00,281,32.96
0019422026-07-02,2026-07-02,ALVIA,17000,18:20:00,37606,23:01:00,281,84.28
0019422026-07-03,2026-07-03,ALVIA,17000,18:20:00,37606,23:01:00,281,29.65
0019422026-07-05,2026-07-05,ALVIA,17000,18:20:00,37606,23:01:00,281,33.82
0019422026-07-06,2026-07-06,ALVIA,17000,18:20:00,37606,23:01:00,281,67.9
0019422026-07-07,2026-07-07,ALVIA,17000,18:20:00,37606,23:01:00,281,51.6
0019422026-07-08,2026-07-08,ALVIA,17000,18:20:00,37606,23:01:00,281,50.84
0019422026-07-09,2026-07-09,ALVIA,17000,18:20:00,37606,23:01:00,281,31.13
0019422026-07-10,2026-07-10,ALVIA,17000,18:20:00,37606,23:01:00,281,64.28
0019422026-07-12,2026-07-12,ALVIA,17000,18:20:00,37606,23:01:00,281,35.37
0019422026-07-13,2026-07-13,ALVIA,17000,18:20:00,37606,23:01:00,281,26.69
0019422026-07-14,2026-07-14,ALVIA,17000,18:20:00,37606,23:01:00,281,31.52
0019422026-07-15,2026-07-15,ALVIA,17000,18:20:00,37606,23:01:00,281,56.41
0019422026-07-16,2026-07-16,ALVIA,17000,18:20:00,37606,23:01:00,281,65.21
0019422026-07-17,2026-07-17,ALVIA,17000,18:20:00,37606,23:01:00,281,30.38
0019422026-07-19,2026-07-19,ALVIA,17000,18:20:00,37606,23:01:00,281,74.05
0019422026-07-20,2026-07-20,ALVIA,17000,18:20:00,37606,23:01:00,281,76.3
0019422026-07-21,2026-07-21,ALVIA,17000,18:20:00,37606,23:01:00,281,27.39
0019422026-07-22,2026-07-22,ALVIA,17000,18:20:00,37606,23:01:00,281,81.98
0019422026-07-23,2026-07-23,ALVIA,17000,18:20:00,37606,23:01:00,281,48.05
0019422026-07-24,2026-07-24,ALVIA,17000,18:20:00,37606,23:01:00,281,83.24
0019422026-07-26,2026-07-26,ALVIA,17000,18:20:00,37606,23:01:00,281,62.1
0019422026-07-27,2026-07-27,ALVIA,17000,18:20:00,37606,23:01:00,281,60.68
0019422026-07-28,2026-07-28,ALVIA,17000,18:20:00,37606,23:01:00,281,75.88
0019422026-07-29,2026-07-29,ALVIA,17000,18:20:00,37606,23:01:00,281,81.89
0019422026-07-30,2026-07-30,ALVIA,17000,18:20:00,37606,23:01:00,281,33.75
0019422026-07-31,2026-07-31,ALVIA,17000,18:20:00,37606,23:01:00,281,68.15
0019422026-08-02,2026-08-02,ALVIA,17000,18:20:00,37606,23:01:00,281,85.23
0019422026-08-03,2026-08-03,ALVIA,17000,18:20:00,37606,23:01:00,281,42.89
0019422026-08-04,2026-08-04,ALVIA,17000,18:20:00,37606,23:01:00,281,31.96
0019422026-08-05,2026-08-05,ALVIA,17000,18:20:00,37606,23:01:00,281,81.71
0019422026-08-06,2026-08-06,ALVIA,17000,18:20:00,37606,23:01:00,281,54.37
0019422026-08-07,2026-08-07,ALVIA,17000,18:20:00,37606,23:01:00,281,25.03
0019422026-10-12,2026-10-12,ALVIA,17000,18:20:00,37606,23:01:00,281,31.29
0027612026-04-04,2026-04-04,Intercity,17000,8:02:00,56312,15:28:00,446,75.19
0027912026-04-04,2026-04-04,Intercity,56312,15:30:00,17000,22:50:00,440,40.1
0028112026-04-04,2026-04-04,Intercity,11511,11:30:00,11208,13:35:00,125,60.34
0028112026-04-15,2026-04-15,Intercity,11511,11:30:00,11208,13:35:00,125,89.79
0028212026-04-04,2026-04-04,Intercity,11208,16:45:00,11511,18:50:00,125,51.46
0028212026-04-15,2026-04-15,Intercity,11208,16:45:00,11511,18:50:00,125,80.31
0029112026-04-04,2026-04-04,ALVIA,37606,6:36:00,17000,11:07:00,271,78.33
0029112026-05-02,2026-05-02,ALVIA,37606,6:36:00,17000,11:07:00,271,72.41
0029112026-05-05,2026-05-05,ALVIA,37606,6:36:00,17000,11:07:00,271,82.98
0029112026-05-06,2026-05-06,ALVIA,37606,6:36:00,17000,11:07:00,271,60.61
0029112026-05-07,2026-05-07,ALVIA,37606,6:36:00,17000,11:07:00,271,87.38
0029112026-05-08,2026-05-08,ALVIA,37606,6:36:00,17000,11:07:00,271,49.16
0029112026-05-11,2026-05-11,ALVIA,37606,6:36:00,17000,11:07:00,271,43.99
0029112026-05-12,2026-05-12,ALVIA,37606,6:36:00,17000,11:07:00,271,86.91
0029112026-05-13,2026-05-13,ALVIA,37606,6:36:00,17000,11:07:00,271,34.75
0029112026-05-14,2026-05-14,ALVIA,37606,6:36:00,17000,11:07:00,271,83.33
0029112026-05-15,2026-05-15,ALVIA,37606,6:36:00,17000,11:07:00,271,87.05
0029112026-05-18,2026-05-18,ALVIA,37606,6:36:00,17000,11:07:00,271,54.42
0029112026-05-19,2026-05-19,ALVIA,37606,6:36:00,17000,11:07:00,271,72.2
0029112026-05-20,2026-05-20,ALVIA,37606,6:36:00,17000,11:07:00,271,28.77
0029112026-05-21,2026-05-21,ALVIA,37606,6:36:00,17000,11:07:00,271,42.03
0029112026-05-22,2026-05-22,ALVIA,37606,6:36:00,17000,11:07:00,271,66.67
0029112026-05-25,2026-05-25,ALVIA,37606,6:36:00,17000,11:07:00,271,25.69
0029112026-05-26,2026-05-26,ALVIA,37606,6:36:00,17000,11:07:00,271,40.87
0029112026-05-27,2026-05-27,ALVIA,37606,6:36:00,17000,11:07:00,271,57.52
0029112026-05-28,2026-05-28,ALVIA,37606,6:36:00,17000,11:07:00,271,58.36
0029112026-05-29,2026-05-29,ALVIA,37606,6:36:00,17000,11:07:00,271,46.66
0029112026-06-01,2026-06-01,ALVIA,37606,6:36:00,17000,11:07:00,271,28.74
0029112026-06-02,2026-06-02,ALVIA,37606,6:36:00,17000,11:07:00,271,64.18
0029112026-06-03,2026-06-03,ALVIA,37606,6:36:00,17000,11:07:00,271,74.53
0029112026-06-04,2026-06-04,ALVIA,37606,6:36:00,17000,11:07:00,271,25.73
0029112026-06-05,2026-06-05,ALVIA,37606,6:36:00,17000,11:07:00,271,63.01
0029112026-06-08,2026-06-08,ALVIA,37606,6:36:00,17000,11:07:00,271,53.11
0029112026-06-09,2026-06-09,ALVIA,37606,6:36:00,17000,11:07:00,271,52.22
0029112026-06-10,2026-06-10,ALVIA,37606,6:36:00,17000,11:07:00,271,25.94
0029112026-06-11,2026-06-11,ALVIA,37606,6:36:00,17000,11:07:00,271,78.0
0029112026-06-12,2026-06-12,ALVIA,37606,6:36:00,17000,11:07:00,271,38.26
0029112026-06-15,2026-06-15,ALVIA,37606,6:36:00,17000,11:07:00,271,89.65
0029112026-06-16,2026-06-16,ALVIA,37606,6:36:00,17000,11:07:00,271,84.22
0029112026-06-17,2026-06-17,ALVIA,37606,6:36:00,17000,11:07:00,271,74.11
0029112026-06-18,2026-06-18,ALVIA,37606,6:36:00,17000,11:07:00,271,82.36
0029112026-06-19,2026-06-19,ALVIA,37606,6:36:00,17000,11:07:00,271,50.46
0029112026-06-22,2026-06-22,ALVIA,37606,6:36:00,17000,11:07:00,271,47.66
0029112026-06-23,2026-06-23,ALVIA,37606,6:36:00,17000,11:07:00,271,57.73
0029112026-06-24,2026-06-24,ALVIA,37606,6:36:00,17000,11:07:00,271,81.73
0029112026-06-25,2026-06-25,ALVIA,37606,6:36:00,17000,11:07:00,271,60.87
0029112026-06-26,2026-06-26,ALVIA,37606,6:36:00,17000,11:07:00,271,64.82
0029112026-06-29,2026-06-29,ALVIA,37606,6:36:00,17000,11:07:00,271,63.46
0029112026-06-30,2026-06-30,ALVIA,37606,6:36:00,17000,11:07:00,271,82.98
0029112026-07-01,2026-07-01,ALVIA,37606,6:36:00,17000,11:07:00,271,32.4
0029112026-07-02,2026-07-02,ALVIA,37606,6:36:00,17000,11:07:00,271,70.35
0029112026-07-03,2026-07-03,ALVIA,37606,6:36:00,17000,11:07:00,271,29.45
0029112026-07-06,2026-07-06,ALVIA,37606,6:36:00,17000,11:07:00,271,63.58
0029112026-07-07,2026-07-07,ALVIA,37606,6:36:00,17000,11:07:00,271,42.74
0029112026-07-08,2026-07-08,ALVIA,37606,6:36:00,17000,11:07:00,271,46.84
0029112026-07-09,2026-07-09,ALVIA,37606,6:36:00,17000,11:07:00,271,66.13
0029112026-07-10,2026-07-10,ALVIA,37606,6:36:00,17000,11:07:00,271,89.38
0029112026-07-13,2026-07-13,ALVIA,37606,6:36:00,17000,11:07:00,271,61.21
0029112026-07-14,2026-07-14,ALVIA,37606,6:36:00,17000,11:07:00,271,67.51
0029112026-07-15,2026-07-15,ALVIA,37606,6:36:00,17000,11:07:00,271,56.97
0029112026-07-16,2026-07-16,ALVIA,37606,6:36:00,17000,11:07:00,271,83.83
0029112026-07-17,2026-07-17,ALVIA,37606,6:36:00,17000,11:07:00,271,41.48
0029112026-07-20,2026-07-20,ALVIA,37606,6:36:00,17000,11:07:00,271,65.76
0029112026-07-21,2026-07-21,ALVIA,37606,6:36:00,17000,11:07:00,271,68.96
0029112026-07-22,2026-07-22,ALVIA,37606,6:36:00,17000,11:07:00,271,59.79
0029112026-07-23,2026-07-23,ALVIA,37606,6:36:00,17000,11:07:00,271,41.67
0029112026-07-24,2026-07-24,ALVIA,37606,6:36:00,17000,11:07:00,271,85.87
0029112026-07-27,2026-07-27,ALVIA,37606,6:36:00,17000,11:07:00,271,33.15
0029112026-07-28,2026-07-28,ALVIA,37606,6:36:00,17000,11:07:00,271,33.5
0029112026-07-29,2026-07-29,ALVIA,37606,6:36:00,17000,11:07:00,271,46.25
0029112026-07-30,2026-07-30,ALVIA,37606,6:36:00,17000,11:07:00,271,60.25
0029112026-07-31,2026-07-31,ALVIA,37606,6:36:00,17000,11:07:00,271,81.99
0029112026-08-03,2026-08-03,ALVIA,37606,6:36:00,17000,11:07:00,271,54.84
0029112026-08-04,2026-08-04,ALVIA,37606,6:36:00,17000,11:07:00,271,37.1
0029112026-08-05,2026-08-05,ALVIA,37606,6:36:00,17000,11:07:00,271,46.76
0029112026-08-06,2026-08-06,ALVIA,37606,6:36:00,17000,11:07:00,271,86.96
0029112026-08-07,2026-08-07,ALVIA,37606,6:36:00,17000,11:07:00,271,61.37
0029112026-10-13,2026-10-13,ALVIA,37606,6:36:00,17000,11:07:00,271,41.21
0029122026-04-04,2026-04-04,ALVIA,37606,6:36:00,17000,11:07:00,271,44.68
0029122026-05-02,2026-05-02,ALVIA,37606,6:36:00,17000,11:07:00,271,39.31
0029122026-05-05,2026-05-05,ALVIA,37606,6:36:00,17000,11:07:00,271,47.06
0029122026-05-06,2026-05-06,ALVIA,37606,6:36:00,17000,11:07:00,271,78.13
0029122026-05-07,2026-05-07,ALVIA,37606,6:36:00,17000,11:07:00,271,78.95
0029122026-05-08,2026-05-08,ALVIA,37606,6:36:00,17000,11:07:00,271,65.87
0029122026-05-11,2026-05-11,ALVIA,37606,6:36:00,17000,11:07:00,271,48.24
0029122026-05-12,2026-05-12,ALVIA,37606,6:36:00,17000,11:07:00,271,35.41
0029122026-05-13,2026-05-13,ALVIA,37606,6:36:00,17000,11:07:00,271,40.65
0029122026-05-14,2026-05-14,ALVIA,37606,6:36:00,17000,11:07:00,271,63.36
0029122026-05-15,2026-05-15,ALVIA,37606,6:36:00,17000,11:07:00,271,57.58
0029122026-05-18,2026-05-18,ALVIA,37606,6:36:00,17000,11:07:00,271,37.44
0029122026-05-19,2026-05-19,ALVIA,37606,6:36:00,17000,11:07:00,271,48.78
0029122026-05-20,2026-05-20,ALVIA,37606,6:36:00,17000,11:07:00,271,85.26
0029122026-05-21,2026-05-21,ALVIA,37606,6:36:00,17000,11:07:00,271,74.17
0029122026-05-22,2026-05-22,ALVIA,37606,6:36:00,17000,11:07:00,271,80.33
0029122026-05-25,2026-05-25,ALVIA,37606,6:36:00,17000,11:07:00,271,86.46
0029122026-05-26,2026-05-26,ALVIA,37606,6:36:00,17000,11:07:00,271,50.52
0029122026-05-27,2026-05-27,ALVIA,37606,6:36:00,17000,11:07:00,271,56.84
0029122026-05-28,2026-05-28,ALVIA,37606,6:36:00,17000,11:07:00,271,47.7
0029122026-05-29,2026-05-29,ALVIA,37606,6:36:00,17000,11:07:00,271,66.38
0029122026-06-01,2026-06-01,ALVIA,37606,6:36:00,17000,11:07:00,271,55.46
0029122026-06-02,2026-06-02,ALVIA,37606,6:36:00,17000,11:07:00,271,52.42
0029122026-06-03,2026-06-03,ALVIA,37606,6:36:00,17000,11:07:00,271,81.62
0029122026-06-04,2026-06-04,ALVIA,37606,6:36:00,17000,11:07:00,271,42.59
0029122026-06-05,2026-06-05,ALVIA,37606,6:36:00,17000,11:07:00,271,89.24
0029122026-06-08,2026-06-08,ALVIA,37606,6:36:00,17000,11:07:00,271,54.25
0029122026-06-09,2026-06-09,ALVIA,37606,6:36:00,17000,11:07:00,271,29.08
0029122026-06-10,2026-06-10,ALVIA,37606,6:36:00,17000,11:07:00,271,81.93
0029122026-06-11,2026-06-11,ALVIA,37606,6:36:00,17000,11:07:00,271,63.89
0029122026-06-12,2026-06-12,ALVIA,37606,6:36:00,17000,11:07:00,271,58.85
0029122026-06-15,2026-06-15,ALVIA,37606,6:36:00,17000,11:07:00,271,46.16
0029122026-06-16,2026-06-16,ALVIA,37606,6:36:00,17000,11:07:00,271,38.99
0029122026-06-17,2026-06-17,ALVIA,37606,6:36:00,17000,11:07:00,271,65.81
0029122026-06-18,2026-06-18,ALVIA,37606,6:36:00,17000,11:07:00,271,77.59
0029122026-06-19,2026-06-19,ALVIA,37606,6:36:00,17000,11:07:00,271,31.33
0029122026-06-22,2026-06-22,ALVIA,37606,6:36:00,17000,11:07:00,271,52.57
0029122026-06-23,2026-06-23,ALVIA,37606,6:36:00,17000,11:07:00,271,85.61
0029122026-06-24,2026-06-24,ALVIA,37606,6:36:00,17000,11:07:00,271,30.44
0029122026-06-25,2026-06-25,ALVIA,37606,6:36:00,17000,11:07:00,271,62.7
0029122026-06-26,2026-06-26,ALVIA,37606,6:36:00,17000,11:07:00,271,79.66
0029122026-06-29,2026-06-29,ALVIA,37606,6:36:00,17000,11:07:00,271,26.12
0029122026-06-30,2026-06-30,ALVIA,37606,6:36:00,17000,11:07:00,271,39.65
